Age,Gender,Location,Total_Spend,Company_Type,Avg_Visits_Per_Month,Last_Interaction_Days,Subscription_Type,Auto_Payment,Customer_Support_Calls,Complaints_Filed,Satisfaction_Score,Purchases_Per_Year,Days_Since_Last_Purchase,Churn_Label
34,0,5,0.0,0,12,329,2,1,2,3,8,27,44,0
38,1,2,104584.16,0,7,353,0,1,2,2,3,54,262,0
41,1,2,0.0,0,2,233,0,0,9,0,2,71,192,0
30,1,3,99785.28,0,4,323,2,1,7,2,4,83,339,0
46,1,3,127655.22,0,5,350,0,0,3,4,2,5,121,1
22,1,2,0.0,0,24,272,0,1,4,4,6,10,320,0
35,1,2,101257.16,0,19,277,1,0,7,1,1,49,182,0
40,0,2,0.0,0,15,43,1,1,6,0,2,45,106,0
76,1,2,121313.88,0,24,167,2,0,4,2,9,13,278,0
32,1,5,0.0,0,2,182,2,1,4,2,6,70,208,0
30,1,3,81523.38,0,23,73,0,1,0,0,7,29,292,0
47,0,2,128252.66,0,1,237,1,0,3,4,4,99,270,0
32,0,2,0.0,0,28,198,1,0,2,1,4,39,229,0
51,1,2,0.0,0,11,350,1,0,2,3,3,27,101,1
32,0,2,0.0,0,27,174,1,1,9,3,2,44,326,0
42,1,5,0.0,0,5,174,0,1,2,4,9,14,214,1
22,0,2,0.0,0,2,266,2,0,6,0,9,87,322,0
33,1,5,0.0,0,22,182,2,1,4,2,7,5,20,1
54,0,5,0.0,0,14,290,0,0,2,0,5,14,261,1
33,1,2,0.0,0,15,359,1,1,6,0,7,98,120,0
29,1,3,145541.56,0,18,288,2,0,4,3,3,81,325,0
23,0,2,0.0,0,28,313,1,0,3,2,4,41,89,1
44,1,3,124601.58,0,2,156,0,1,2,2,7,76,42,1
33,0,3,115182.84,0,2,133,1,1,6,2,6,60,160,0
37,1,2,163789.49,0,4,246,0,1,0,0,8,6,178,0
46,1,2,65733.41,0,19,323,0,1,7,3,3,42,207,0
47,1,5,0.0,0,11,71,0,0,5,1,3,76,256,0
47,0,5,128486.11,0,9,214,0,0,0,4,7,29,250,0
53,0,5,109663.47,0,8,28,0,0,3,0,6,9,157,0
42,0,3,88324.31,0,23,344,2,1,6,1,3,66,72,0
28,0,2,146445.24,0,20,25,0,1,6,0,1,83,234,0
38,0,2,0.0,0,4,254,1,1,8,4,7,50,320,0
31,0,5,0.0,0,16,27,0,0,3,2,8,81,188,0
36,1,3,109949.05,0,25,317,2,1,9,4,5,13,339,0
30,1,5,78653.05,0,9,313,1,1,3,2,5,84,11,0
46,1,3,107850.82,0,24,237,2,1,9,0,2,84,302,1
39,0,3,83765.35,0,10,8,1,1,2,4,8,36,51,0
66,0,2,143773.07,0,22,232,2,1,0,1,6,60,79,0
63,1,3,116227.27,0,28,14,2,0,1,4,2,50,61,0
33,1,3,103471.52,0,5,258,2,0,1,3,1,60,239,0
42,1,2,0.0,0,12,248,0,1,6,4,8,80,129,0
24,1,2,137492.35,0,7,195,2,1,1,1,6,83,95,0
28,1,2,0.0,0,22,257,1,1,9,1,6,97,107,0
36,1,2,129829.59,0,8,26,1,1,3,2,3,53,238,0
21,0,2,146329.57,0,7,217,1,0,3,1,6,33,243,0
30,1,3,114027.7,0,15,266,0,1,3,0,3,14,40,0
25,1,3,146580.69,0,10,59,0,0,7,1,9,21,83,0
38,0,3,132122.42,0,12,216,0,1,5,1,1,28,59,0
44,0,2,81553.93,0,8,288,1,0,9,2,7,35,68,1
66,0,2,0.0,0,2,249,1,1,8,3,2,54,319,0
24,1,2,0.0,0,7,122,0,0,3,2,2,19,212,0
28,0,5,0.0,0,24,109,1,1,3,1,9,81,332,0
26,0,2,0.0,0,12,129,1,1,7,0,9,75,103,0
32,1,3,175214.71,0,15,66,1,0,0,4,7,76,287,0
40,0,3,125534.51,0,2,143,0,0,6,3,9,38,32,1
68,1,2,97705.99,0,8,269,2,1,6,4,3,68,339,0
55,0,3,126817.65,0,9,154,2,1,2,1,4,60,250,0
46,0,2,46870.43,0,18,88,2,0,4,0,1,28,123,1
46,1,5,0.0,0,11,117,0,0,7,4,9,46,325,0
42,1,2,120094.93,0,20,1,2,1,7,2,7,66,179,0
38,0,2,0.0,0,20,5,1,1,4,2,3,23,101,0
33,0,2,0.0,0,12,169,2,0,8,2,3,69,229,0
36,0,3,104356.94,0,17,53,0,0,4,4,1,80,16,0
27,1,3,147004.34,0,6,147,1,0,6,4,8,55,87,1
38,1,3,73023.17,0,3,57,2,1,8,3,4,82,117,0
40,0,5,173432.55,0,24,328,1,0,7,2,7,93,303,0
42,0,2,165679.92,0,23,266,1,1,1,2,1,98,338,0
31,1,5,104678.62,0,16,221,2,1,0,2,9,74,213,0
55,0,2,116973.26,0,14,343,0,0,3,0,5,5,303,1
36,0,2,0.0,0,17,283,0,0,9,4,4,62,154,0
38,1,3,126732.85,0,29,317,0,0,0,1,7,81,81,0
44,0,2,148481.09,0,29,293,1,1,9,4,2,33,83,0
38,0,2,137654.05,0,10,336,1,0,7,4,1,72,85,0
30,1,3,115315.04,0,29,317,0,0,6,2,5,27,17,0
42,1,2,99095.73,0,10,96,0,1,8,1,3,46,126,0
39,0,3,165610.41,0,9,205,1,1,8,3,1,32,139,0
33,1,2,0.0,0,7,262,0,0,4,0,5,10,139,1
32,1,5,161628.66,0,1,343,1,0,3,0,1,83,91,0
32,1,2,146605.27,0,8,36,0,1,2,4,9,73,57,0
37,1,3,113488.68,0,10,115,1,1,3,0,4,17,121,1
42,1,2,77002.2,0,13,60,1,0,3,4,1,88,13,0
67,1,5,0.0,0,10,344,0,1,4,1,1,12,88,0
39,0,2,0.0,0,24,189,1,1,9,4,4,25,65,0
25,1,5,0.0,0,28,11,0,0,8,0,3,58,281,0
46,1,5,182364.53,0,16,124,1,1,8,4,8,88,307,1
35,1,2,0.0,0,11,15,2,1,8,0,8,74,45,0
45,1,2,149364.58,0,17,209,2,1,9,2,6,51,327,0
59,1,2,127450.14,0,16,222,1,0,5,3,9,67,199,0
63,0,5,162278.32,0,24,278,1,1,6,2,9,28,6,0
37,1,5,152212.88,0,1,207,0,1,5,1,4,34,193,0
39,0,5,161993.89,0,26,259,0,0,9,3,3,87,13,0
39,1,5,131468.44,0,17,85,1,1,6,4,2,27,355,0
40,1,3,102980.44,0,10,179,0,1,0,2,4,52,239,1
31,1,3,143321.97,0,13,179,0,0,4,0,5,28,74,0
37,0,5,130404.92,0,2,110,2,1,7,4,7,76,289,0
41,0,2,0.0,0,25,137,1,0,1,1,5,17,270,0
30,1,2,87505.47,0,18,128,1,0,0,0,7,91,299,0
30,1,2,133634.02,0,26,181,2,1,3,0,4,87,51,0
33,0,5,151233.62,0,28,150,0,0,6,3,8,66,45,0
55,1,5,70263.83,0,29,164,2,1,0,0,8,12,41,0
34,1,2,0.0,0,12,183,1,1,1,3,7,87,134,0
30,1,2,57657.49,0,3,97,1,1,1,0,6,29,174,0
42,1,3,153572.31,0,18,176,1,0,2,3,9,6,352,0
37,1,2,134752.08,0,22,85,1,1,4,1,4,30,305,0
34,1,5,83132.09,0,27,325,2,1,1,4,9,78,176,0
31,0,2,0.0,0,8,344,2,1,7,4,6,24,55,0
32,0,3,134096.53,0,18,245,1,1,3,1,3,22,209,1
31,0,2,118100.59,0,7,22,0,0,4,2,5,13,193,0
52,1,3,76915.4,0,10,326,1,0,1,4,3,45,204,1
46,0,5,81576.75,0,3,346,1,0,1,2,8,7,29,1
49,1,5,0.0,0,17,305,2,0,5,4,8,91,144,0
33,1,2,118327.17,0,9,58,1,0,2,4,8,23,4,0
30,1,5,124857.69,0,14,67,2,1,7,0,2,78,75,0
27,0,3,90971.85,0,9,185,0,1,8,2,2,49,135,0
37,0,2,153147.75,0,10,260,1,0,6,2,5,99,39,0
38,1,2,65942.26,0,23,302,2,0,8,3,1,10,127,1
38,1,2,0.0,0,9,112,0,1,5,4,2,92,203,0
54,1,2,0.0,0,18,236,0,1,6,3,7,39,224,1
27,0,5,100912.19,0,17,318,1,0,6,4,2,87,124,0
31,0,2,0.0,0,20,141,0,1,8,4,1,19,105,0
37,1,2,0.0,0,16,229,1,1,1,3,4,69,209,1
43,0,2,0.0,0,17,124,0,0,1,0,4,82,361,1
41,1,3,124439.49,0,16,162,0,1,7,1,5,37,274,0
47,0,2,0.0,0,12,301,1,1,3,3,4,50,269,0
40,1,2,0.0,0,2,49,2,0,2,1,2,47,51,0
44,0,2,58781.76,0,15,44,2,1,2,2,1,2,195,0
50,1,5,159453.64,0,24,264,0,0,7,3,3,45,345,1
26,1,3,142721.52,0,7,275,2,0,9,0,7,48,15,0
46,0,2,167795.6,0,29,242,2,1,2,4,2,32,351,0
38,0,2,128345.69,0,2,331,2,0,4,4,3,69,253,0
20,1,5,165260.98,0,8,9,0,0,9,0,6,4,155,0
62,0,3,118233.81,0,21,59,1,0,7,3,3,26,18,1
40,0,2,0.0,0,16,238,0,0,6,3,3,5,155,1
46,0,5,0.0,0,21,172,2,1,4,0,7,36,50,0
37,1,3,143452.74,0,20,340,2,0,4,3,3,83,212,0
38,1,2,145018.49,0,13,111,0,1,1,3,3,28,267,0
38,0,3,82407.51,0,17,237,2,0,0,2,7,21,5,0
28,1,3,79460.98,0,19,294,0,1,9,1,5,92,121,0
43,0,5,0.0,0,10,74,2,1,8,1,8,13,32,1
38,1,5,126473.99,0,2,61,1,0,5,3,3,93,260,0
30,0,3,133537.1,0,8,257,2,1,4,3,8,17,2,0
52,1,2,164978.01,0,20,254,0,0,1,3,6,14,111,0
46,1,5,128029.72,0,19,29,0,1,0,3,5,69,349,0
43,1,5,97403.18,0,29,31,2,0,3,4,9,98,273,1
41,0,2,176845.41,0,25,235,0,0,1,3,2,62,145,1
71,1,5,0.0,0,17,90,2,0,8,2,7,98,175,0
42,1,5,81589.04,0,20,124,1,1,5,3,6,81,339,0
40,0,3,119507.58,0,18,245,2,0,1,1,2,68,153,1
26,0,5,0.0,0,17,242,2,0,9,2,3,68,274,0
30,1,2,94443.77,0,23,326,1,1,6,4,3,5,215,0
37,1,2,0.0,0,17,240,1,1,9,0,1,16,103,0
32,1,2,92199.84,0,5,223,1,1,1,1,7,52,354,0
43,1,5,0.0,0,3,316,2,1,8,1,4,16,193,0
41,0,2,135756.96,0,19,332,2,1,7,0,9,11,200,0
54,0,2,120633.42,0,22,145,1,0,8,3,8,91,97,1
48,1,3,134542.73,0,11,240,2,0,0,3,5,2,336,1
29,1,5,0.0,0,3,116,2,0,8,2,2,92,93,0
52,1,5,0.0,0,13,310,2,1,8,3,8,66,246,1
39,1,5,0.0,0,27,125,2,1,1,4,4,34,28,0
49,1,2,154344.49,0,24,280,2,0,1,2,6,59,281,0
43,1,2,0.0,0,17,58,1,0,2,0,5,73,81,0
43,1,2,189026.53,0,8,19,1,0,4,0,5,32,112,0
37,1,2,120764.08,0,23,241,0,0,9,0,1,96,311,0
22,0,3,97975.82,0,27,121,2,0,8,3,6,97,363,0
32,1,2,0.0,0,1,297,2,0,5,2,1,3,82,0
41,1,3,113270.2,0,7,46,1,1,1,4,4,81,364,0
30,1,5,0.0,0,5,51,0,0,8,0,2,89,113,0
39,1,3,124548.99,0,4,98,2,1,4,1,5,87,111,0
43,1,2,201696.07,0,20,3,2,0,7,1,6,45,84,1
37,0,5,0.0,0,18,63,1,0,1,4,1,86,98,0
44,1,3,114203.47,0,4,145,1,1,8,4,3,57,278,1
31,0,5,0.0,0,14,211,2,1,0,4,6,25,160,0
50,1,3,125437.64,0,10,324,1,1,1,4,1,90,315,1
26,0,2,0.0,0,9,246,0,0,6,1,3,33,115,0
43,0,2,64897.75,0,19,250,1,1,5,4,7,22,232,0
38,1,2,0.0,0,25,63,1,1,9,1,2,59,8,0
46,0,3,135555.66,0,7,77,2,1,3,2,9,88,47,1
44,1,2,107764.75,0,17,9,0,1,6,2,8,6,240,0
27,0,2,117307.44,0,8,158,2,1,1,1,8,61,343,0
41,1,2,73700.12,0,1,24,2,0,6,3,6,75,210,1
44,0,5,60603.4,0,28,184,1,0,5,3,5,37,350,0
35,0,5,40169.88,0,1,207,0,1,1,0,5,41,140,0
32,0,3,92041.87,0,14,183,0,0,4,1,6,80,76,0
26,1,3,130483.95,0,28,50,0,1,2,2,1,62,65,0
41,0,2,0.0,0,17,351,0,0,8,4,5,45,34,1
42,0,5,0.0,0,16,160,1,0,1,3,8,64,169,0
23,0,2,151097.28,0,21,135,2,0,4,2,4,49,218,0
46,0,5,67563.31,0,12,292,1,1,6,4,4,56,92,1
35,0,2,112808.18,0,26,261,2,1,7,0,7,41,317,0
42,0,2,0.0,0,19,127,1,0,7,1,4,5,182,0
66,1,2,86459.8,0,3,322,1,0,4,3,5,22,133,0
40,0,2,118633.08,0,2,137,1,0,2,4,1,66,160,1
55,0,2,159441.27,0,16,282,2,0,9,4,2,92,62,1
27,0,2,0.0,0,20,286,0,0,0,4,8,50,130,0
38,0,3,125212.65,0,12,261,1,0,6,0,8,50,42,1
45,1,5,88656.37,0,29,171,2,0,5,0,7,27,134,0
32,0,2,146033.62,0,22,148,2,1,0,0,8,30,203,0
29,1,2,120268.13,0,14,246,0,0,6,2,8,58,112,0
46,1,5,0.0,0,9,242,1,1,2,3,9,75,343,0
33,0,5,0.0,0,29,326,1,1,2,4,8,51,53,1
46,0,3,135070.58,0,14,136,2,0,9,2,6,93,341,1
38,0,2,0.0,0,3,224,2,1,7,3,9,65,355,1
29,0,5,0.0,0,18,76,0,1,6,3,3,84,280,0
27,0,2,122550.05,0,5,90,1,1,8,0,8,40,246,0
43,0,5,0.0,0,27,188,1,0,5,1,7,72,114,0
29,1,2,130306.49,0,26,276,2,1,5,4,2,70,153,0
27,0,2,0.0,0,21,360,2,1,9,1,3,60,197,0
41,0,5,90350.77,0,9,205,0,1,6,0,5,92,121,1
44,0,2,128747.69,0,28,344,1,0,4,2,7,32,236,1
23,1,5,126873.52,0,14,226,2,0,2,1,7,65,257,0
69,1,2,108424.19,0,12,328,1,0,7,1,2,42,221,0
32,1,2,0.0,0,7,272,2,1,4,4,8,45,140,0
40,0,2,84350.07,0,16,149,2,0,3,4,1,59,199,0
73,0,2,0.0,0,17,124,2,0,3,4,6,86,192,1
30,0,3,84958.6,0,8,247,0,0,6,2,9,46,327,0
29,0,3,99097.36,0,10,86,0,0,4,4,1,25,82,0
30,1,3,136622.55,0,27,223,0,1,6,1,7,4,82,0
30,0,3,156771.68,0,14,85,0,0,8,1,8,55,99,0
28,1,3,167658.33,0,11,203,1,0,5,3,9,42,6,0
33,0,5,0.0,0,7,277,2,0,2,1,6,35,296,0
24,0,3,109483.54,0,21,172,2,1,7,1,7,66,138,0
40,0,3,134504.78,0,5,344,0,0,6,1,6,84,352,0
44,0,2,114427.86,0,2,81,2,1,9,3,6,47,213,0
45,1,5,83888.54,0,19,126,0,0,6,0,5,68,193,0
32,1,3,110029.77,0,12,200,2,1,0,0,9,25,303,0
41,1,5,127523.75,0,22,70,0,0,4,4,2,27,196,0
30,1,3,139762.13,0,17,157,1,1,1,4,9,69,50,0
42,0,5,91611.12,0,17,121,1,1,6,3,5,39,281,1
42,0,2,109471.79,0,11,252,1,0,7,2,1,16,196,0
39,0,2,150500.64,0,27,134,0,1,8,3,6,83,197,0
59,0,3,101609.77,0,22,6,2,1,7,0,5,67,69,1
57,1,2,0.0,0,25,340,2,0,4,2,6,44,293,0
26,0,2,78892.23,0,13,155,0,1,3,3,7,21,219,0
29,0,2,82344.84,0,5,15,0,0,6,1,5,78,31,0
48,1,2,0.0,0,28,88,2,1,3,4,4,75,302,0
44,0,5,0.0,0,11,200,1,0,9,4,8,71,58,0
62,1,2,127706.33,0,12,226,0,0,9,2,4,40,36,0
41,0,2,124349.34,0,4,345,1,0,9,1,6,72,130,0
44,1,5,0.0,0,24,67,0,1,5,4,2,79,215,0
28,1,3,119336.29,0,16,117,0,1,9,4,5,92,233,0
31,0,2,0.0,0,5,332,1,1,7,2,2,93,56,0
56,1,3,104217.3,0,10,349,2,1,4,3,6,62,47,1
65,0,2,0.0,0,19,114,2,1,0,3,4,50,58,0
39,1,3,144757.02,0,27,9,1,0,9,2,9,69,37,1
44,1,5,0.0,0,11,275,0,1,7,4,9,47,292,0
43,1,2,0.0,0,20,298,0,0,6,4,5,66,236,0
43,0,2,0.0,0,2,345,1,1,9,0,7,26,323,1
38,0,2,0.0,0,18,290,1,0,9,3,4,75,227,0
24,0,2,100169.51,0,1,285,2,0,8,2,1,60,81,0
33,1,2,145731.83,0,2,23,2,0,7,3,4,72,172,0
56,1,5,110802.03,0,21,38,0,1,9,4,9,36,83,1
46,0,3,120392.99,0,10,240,2,1,7,2,3,19,12,1
26,0,3,135067.52,0,1,15,1,1,9,1,6,31,242,0
31,1,5,136556.44,0,5,115,2,1,6,3,7,36,282,1
38,0,2,0.0,0,14,178,1,1,2,4,7,55,307,0
35,0,2,99587.43,0,9,74,2,1,5,4,8,17,300,1
53,0,2,0.0,0,3,13,0,0,2,2,1,69,177,0
34,0,5,70731.07,0,24,294,2,1,7,2,8,70,302,1
35,1,3,109342.82,0,18,69,2,1,1,1,3,29,99,0
28,1,5,0.0,0,12,173,1,1,4,4,3,26,132,0
66,1,2,0.0,0,19,156,1,0,9,4,9,86,184,0
25,1,2,78247.31,0,8,222,1,0,9,4,3,21,97,0
55,0,2,117561.49,0,1,201,0,0,0,4,4,9,7,1
23,1,2,88980.32,0,26,139,0,0,1,3,9,10,121,0
34,1,5,0.0,0,3,281,2,0,9,0,7,44,336,0
41,0,3,103560.57,0,17,37,1,1,4,1,8,47,314,1
37,1,2,113308.84,0,29,51,2,1,9,4,9,14,293,0
40,0,5,0.0,0,29,129,1,1,2,0,2,18,173,0
32,0,2,63763.49,0,27,273,2,1,4,3,9,62,8,0
29,0,2,169988.35,0,20,280,0,0,6,3,8,64,89,0
35,0,3,180303.24,0,8,165,1,1,3,2,4,61,319,0
52,1,2,0.0,0,15,36,0,0,1,2,7,96,210,1
49,0,3,120656.86,0,19,157,0,0,9,3,7,86,228,1
31,0,3,61592.14,0,28,212,0,0,0,4,8,69,196,0
48,1,2,164701.68,0,11,51,2,1,9,0,7,68,164,0
26,0,5,80780.16,0,14,188,2,0,1,2,2,4,242,0
36,1,2,0.0,0,12,110,2,0,8,2,7,60,173,0
30,0,3,154221.37,0,14,72,0,0,4,0,2,65,351,0
26,1,2,0.0,0,5,247,2,1,0,3,4,8,305,0
26,0,2,101641.14,0,24,48,0,1,1,3,3,17,86,0
37,1,2,0.0,0,22,150,2,0,0,1,3,91,12,0
45,0,2,92786.66,0,17,25,0,1,1,0,4,51,1,1
32,1,3,131081.66,0,25,329,0,0,4,4,3,71,94,0
30,1,2,98014.74,0,8,81,1,1,0,2,7,55,204,0
38,1,5,0.0,0,17,273,1,1,5,0,1,55,66,0
26,1,2,97460.1,0,13,215,0,1,4,4,5,55,151,0
36,1,2,104077.19,0,11,280,0,0,0,3,5,43,134,0
29,0,5,0.0,0,22,271,1,0,6,1,7,52,364,0
46,0,2,0.0,0,3,253,2,0,2,3,1,56,95,1
39,0,2,0.0,0,11,2,2,1,0,3,9,91,127,0
51,0,5,93656.95,0,15,229,1,0,0,0,9,99,310,1
30,1,5,121345.88,0,6,266,2,1,4,3,7,38,96,1
39,0,2,141675.23,0,1,141,0,0,0,2,2,14,25,0
31,0,5,0.0,0,12,191,1,1,3,0,8,84,316,0
43,0,3,102365.49,0,13,269,0,1,8,3,7,54,72,1
50,1,5,0.0,0,17,212,0,1,3,2,6,9,283,1
30,0,5,0.0,0,20,338,1,1,0,0,4,42,178,0
52,1,2,0.0,0,29,240,0,1,3,2,1,85,14,0
57,1,3,101868.51,0,1,1,1,1,5,1,6,26,344,0
38,1,5,0.0,0,18,299,1,0,9,0,5,24,350,0
35,1,2,112392.45,0,18,353,0,0,4,0,5,27,272,0
25,0,3,106570.34,0,26,175,1,1,3,1,1,46,266,0
28,0,2,0.0,0,29,107,1,1,3,1,2,34,15,0
50,1,2,81947.76,0,10,249,1,1,2,1,4,12,36,1
31,0,2,144162.3,0,11,18,1,1,1,2,1,20,350,0
39,1,3,86350.87,0,16,256,2,0,1,2,5,74,201,0
47,1,2,158623.14,0,2,218,0,0,9,0,5,93,111,1
32,1,2,0.0,0,13,272,2,0,0,1,1,44,307,0
48,1,3,132403.56,0,15,187,1,1,1,4,9,87,153,1
27,1,2,0.0,0,14,43,2,0,7,3,6,40,207,0
43,0,3,134985.66,0,10,290,0,0,1,2,7,3,169,0
36,1,2,0.0,0,18,300,0,1,7,4,7,77,114,0
37,1,2,103772.45,0,9,61,2,0,6,3,3,5,361,0
33,1,2,133040.32,0,20,236,2,1,0,0,1,14,10,0
37,0,5,0.0,0,12,315,1,0,2,4,9,98,332,0
39,1,2,0.0,0,19,8,2,0,6,3,2,20,340,0
42,1,2,0.0,0,4,92,0,0,2,2,1,45,255,0
38,1,5,71460.67,0,6,176,1,0,7,3,2,24,358,0
39,1,5,133214.13,0,28,121,1,1,0,2,9,76,133,0
37,0,2,96558.66,0,8,19,1,0,7,1,4,27,130,0
54,1,2,93806.31,0,28,213,1,1,7,3,6,56,301,0
36,0,5,0.0,0,26,102,2,1,1,1,4,31,18,0
64,0,2,124043.8,0,4,15,0,0,1,4,5,45,183,1
52,1,3,131694.97,0,18,343,1,1,2,3,7,79,268,1
29,0,5,0.0,0,2,31,1,0,8,4,3,2,47,0
35,0,2,106266.8,0,16,355,1,0,7,4,2,30,193,0
41,1,5,0.0,0,20,99,0,0,7,3,3,29,128,0
51,1,2,0.0,0,18,200,2,0,1,1,2,90,206,0
41,0,5,139840.36,0,28,204,0,0,7,4,5,72,266,0
34,1,2,0.0,0,25,115,0,1,4,0,8,20,214,0
35,1,3,124098.54,0,17,222,1,1,3,4,4,57,89,0
32,1,2,145807.59,0,15,316,2,1,4,1,9,59,344,0
23,1,5,0.0,0,28,170,0,0,5,4,7,26,178,0
26,0,2,107508.93,0,8,82,1,0,4,3,1,64,237,0
28,0,2,0.0,0,19,237,2,0,2,0,2,27,137,0
32,0,3,145980.23,0,2,31,2,0,9,1,8,48,89,0
37,0,2,212778.2,0,12,111,2,0,4,1,8,12,110,0
47,0,3,152522.47,0,18,331,0,1,2,1,9,90,225,1
33,0,5,168964.77,0,12,338,2,0,1,4,5,18,347,0
34,0,2,0.0,0,27,272,1,1,7,2,2,46,234,0
28,0,2,0.0,0,23,236,0,0,9,4,3,24,26,0
36,0,5,98266.3,0,23,60,1,0,6,4,4,24,305,0
38,1,2,113000.92,0,26,71,1,1,0,0,2,42,359,0
23,1,3,137060.88,0,5,143,0,0,4,1,5,87,278,0
37,1,3,112146.12,0,8,337,2,1,0,1,3,66,167,0
33,0,2,129307.32,0,1,121,0,0,3,0,2,85,281,0
69,1,5,163975.09,0,21,120,1,0,1,3,8,55,103,0
43,1,5,0.0,0,28,75,0,1,3,2,1,4,288,0
42,0,3,158414.85,0,7,202,1,1,5,0,4,64,122,0
48,0,3,92072.68,0,27,122,2,0,7,4,8,54,215,0
30,0,5,88243.29,0,11,93,0,1,3,3,1,4,348,0
25,1,5,0.0,0,12,160,0,0,7,0,5,76,198,0
48,1,2,59486.31,0,10,274,0,0,4,3,2,59,322,1
54,0,5,0.0,0,3,106,2,1,8,1,5,85,247,0
52,0,5,0.0,0,23,220,0,0,2,4,5,83,90,0
34,1,2,0.0,0,25,334,1,1,7,2,7,24,12,0
38,0,2,119278.01,0,29,348,0,0,0,1,7,87,175,0
34,1,2,158741.43,0,1,48,0,0,1,4,4,97,278,0
40,0,2,140596.95,0,6,61,2,1,2,1,5,8,108,1
29,0,5,0.0,0,27,307,2,1,0,0,2,28,105,0
37,1,3,90432.92,0,8,208,1,0,0,3,9,56,127,1
35,0,2,104783.81,0,23,57,1,1,8,1,3,38,312,0
42,1,3,77992.97,0,8,249,0,1,2,0,3,98,362,0
43,0,3,110822.9,0,26,333,1,0,5,4,9,30,231,0
42,1,3,119624.6,0,21,30,0,1,7,3,1,10,8,0
31,1,3,109052.59,0,19,304,2,0,7,0,8,86,341,1
40,0,5,139129.44,0,7,165,1,1,3,3,5,88,273,0
42,0,3,152324.66,0,19,83,1,1,9,2,1,68,115,0
38,1,2,0.0,0,23,338,1,0,1,0,6,53,194,0
37,0,3,127480.58,0,20,6,2,1,2,2,3,64,219,0
53,1,2,115029.4,0,9,154,1,1,7,1,4,16,249,1
40,1,2,114005.78,0,5,157,1,1,9,2,3,35,4,0
42,0,3,116646.76,0,2,20,1,0,4,4,7,13,304,1
49,0,5,110864.38,0,4,252,1,0,0,2,3,93,181,1
23,1,2,156267.59,0,10,37,0,0,2,3,3,30,67,0
44,0,2,109528.28,0,1,12,2,0,0,4,8,47,42,1
35,0,2,102482.76,0,22,104,1,1,1,3,8,89,54,0
23,1,3,115563.71,0,17,220,1,0,0,0,3,73,67,0
23,1,2,0.0,0,29,18,0,1,4,0,7,67,342,0
40,0,2,95624.36,0,5,198,1,0,8,2,5,13,25,0
21,0,5,0.0,0,23,194,2,1,3,4,7,8,108,0
28,1,2,160376.61,0,26,329,0,1,5,4,9,19,195,0
41,1,3,37702.79,0,5,30,1,0,6,4,3,47,270,0
35,0,2,118273.83,0,5,140,1,1,1,1,5,58,242,0
34,0,3,131082.17,0,14,197,2,1,8,4,8,31,217,0
38,1,2,94456.0,0,20,295,2,0,6,3,9,62,259,0
43,0,2,0.0,0,6,251,1,0,1,0,9,21,201,1
42,0,5,0.0,0,9,102,0,0,5,1,5,11,245,0
33,1,2,93791.38,0,14,264,2,0,8,4,9,29,315,0
33,0,2,0.0,0,19,49,2,0,0,2,1,37,69,0
37,0,2,0.0,0,10,6,2,0,4,3,5,11,259,0
61,1,2,155973.13,0,16,75,0,0,3,4,6,42,17,0
36,1,3,89409.95,0,2,351,1,1,5,3,3,55,359,0
39,0,5,97854.37,0,29,10,0,0,8,0,4,13,135,0
39,1,2,0.0,0,4,357,2,0,6,1,9,17,5,0
29,1,5,60280.62,0,3,189,0,0,4,3,9,7,210,0
36,1,5,135216.8,0,12,112,2,0,0,3,9,1,268,0
28,0,3,124923.35,0,10,22,0,1,8,2,5,70,241,0
38,1,2,0.0,0,5,161,2,1,0,4,5,25,208,0
27,1,3,188614.07,0,17,63,0,1,1,0,4,76,77,0
32,1,2,62321.62,0,23,292,0,1,0,2,1,74,298,0
48,0,3,120782.7,0,28,279,1,1,6,2,6,53,25,1
42,0,2,115961.58,0,27,303,0,1,8,1,7,10,280,0
28,1,2,115062.61,0,7,159,1,1,0,0,3,10,292,0
49,0,2,160602.25,0,2,213,0,0,1,3,9,11,13,0
42,0,2,108825.34,0,4,323,2,0,4,0,3,68,103,1
36,0,3,166287.85,0,27,11,2,0,1,1,1,87,206,0
31,0,2,152663.77,0,10,350,1,0,4,0,4,57,46,0
31,0,3,80844.69,0,24,345,0,1,9,4,8,89,94,0
40,0,3,97001.36,0,19,317,1,0,8,0,7,4,291,0
64,1,2,0.0,0,20,215,1,1,6,1,9,16,67,0
39,0,2,122524.61,0,29,62,1,1,7,2,9,34,255,0
35,0,2,132292.63,0,28,100,1,1,3,3,3,34,128,0
24,0,2,0.0,0,16,241,2,1,2,0,2,11,247,0
49,0,3,91502.99,0,13,190,1,1,7,4,7,84,334,1
52,1,2,0.0,0,20,252,2,1,9,4,1,56,279,1
29,1,3,59385.98,0,19,203,1,0,7,1,9,7,275,0
77,1,2,0.0,0,19,76,0,0,1,1,9,41,213,0
21,0,3,97956.5,0,12,132,0,1,5,3,9,45,317,0
49,0,2,0.0,0,26,21,2,0,4,3,9,84,211,0
40,0,5,0.0,0,8,294,1,1,2,2,7,31,243,0
27,1,2,141223.68,0,21,5,1,1,7,2,4,84,83,0
18,1,2,151762.74,0,15,163,1,0,0,4,3,81,65,0
43,1,3,141749.74,0,22,124,2,0,2,4,7,36,16,0
